date,open,high,low,close,volume,Name,Return,Price_Range,Daily_Change,Relative_Change
2015-07-13,13.17,13.19,13.02,13.05,4851896,AES,-0.38167938931296896,0.16999999999999993,-0.11999999999999922,-0.9111617312072834
2017-11-27,61.18,61.62,60.75,61.47,3700739,ESRX,0.4740111147433788,0.8699999999999974,0.28999999999999915,0.4740111147433788
2015-02-27,78.53,78.76,77.56,77.59,8848172,MDT,-1.5480269001395748,1.2000000000000028,-0.9399999999999977,-1.1969947790653226
2013-10-11,71.57,72.275,71.3,72.24,550726,FMC,0.7671920769981827,0.9750000000000085,0.6700000000000017,0.936146430068467
2013-04-10,66.59,67.325,66.53,67.19,2891649,PNC,1.2660135644310528,0.7950000000000017,0.5999999999999943,0.9010361916203549
2015-08-20,28.55,28.86,28.35,28.36,7364769,CSX,-1.9363762102351392,0.509999999999998,-0.19000000000000128,-0.665499124343262
2014-09-30,127.5,128.39,126.89,127.09,1820477,GD,-0.31375009804689896,1.4999999999999858,-0.4099999999999966,-0.3215686274509777
2017-05-18,75.23,79.14,74.71,75.9,1512456,EXR,0.8369868473495545,4.430000000000007,0.6700000000000017,0.8906021533962537
2013-08-09,15.96,16.22,15.96,16.13,2721865,IPG,0.7495315427857429,0.259999999999998,0.16999999999999815,1.0651629072681588
2014-11-17,61.93,62.73,61.579,62.54,2383589,ED,0.8221828147670449,1.1509999999999962,0.6099999999999994,0.9849830453738082
2013-07-25,35.236,35.752,35.152,35.73,1831595,ICE,1.0578119696798145,0.6000000000000014,0.4939999999999998,1.4019752525825855
2015-07-13,155.28,156.56,154.92,155.76,1803358,AMGN,1.0772225827384792,1.6400000000000148,0.47999999999998977,0.30911901081915877
2017-03-06,48.59,48.8157,48,48.51,3474135,STX,-0.9191176470588293,0.8156999999999996,-0.0800000000000054,-0.16464293064417657
2017-11-10,131.61,132.54,131.22,132.23,2990768,DE,0.7236441194393576,1.3199999999999932,0.6199999999999761,0.47108882303774485
2017-12-28,47.3,47.49,46.75,47.01,419745,FLIR,-0.3603221704111948,0.740000000000002,-0.28999999999999915,-0.6131078224101462
2015-12-24,42.4,42.69,42.1,42.46,708085,PLD,0.16513328615239511,0.5899999999999963,0.060000000000002274,0.14150943396226953
2015-10-09,54.8,55.65,54.55,54.82,3168310,ETN,-0.8679927667269383,1.1000000000000014,0.020000000000003126,0.03649635036496921
2015-10-13,50.27,50.65,49.37,49.45,2600289,ROST,-2.137344151988914,1.2800000000000011,-0.8200000000000003,-1.6311915655460518
2015-06-26,73.75,73.91,72.09,72.34,4089771,CRM,-1.725309061268844,1.8199999999999932,-1.4099999999999966,-1.9118644067796564
2016-09-30,44.33,44.73,44.1,44.28,54117665,WFC,-0.20283975659228376,0.6299999999999955,-0.04999999999999716,-0.11279043537107414
2013-10-03,82.16,82.62,80.96,81.24,1031850,DISCA,-1.5511391177896283,1.6600000000000108,-0.9200000000000017,-1.1197663096397295
2013-04-12,228.21,229.4,227,228,378815,GWW,-0.3801284572027809,2.4000000000000057,-0.21000000000000796,-0.09202050742737301
2014-01-29,52.85,53.09,51.79,52.12,4470200,LB,-1.7900885622762444,1.3000000000000043,-0.730000000000004,-1.3812677388836405
2013-08-29,79.25,80.49,79.09,80.06,1813055,HON,0.7677784770295776,1.3999999999999915,0.8100000000000023,1.0220820189274478
2017-02-03,110,110.9,109.13,110.64,792919,ARE,1.4487438107463766,1.7700000000000102,0.6400000000000006,0.5818181818181823
2013-11-21,53.6762,53.6762,53.1667,53.4595,1513709,VFC,-0.09344135153571657,0.5095000000000027,-0.216700000000003,-0.4037171036697884
2015-10-08,100.06,102.42,99.38,101.74,972548,SWK,1.2943050577459152,3.0400000000000063,1.6799999999999926,1.67899260443733
2016-04-11,42.2,42.8962,42.1675,42.43,4705503,MET,1.2890904750537102,0.7287000000000035,0.22999999999999687,0.545023696682457
2014-11-18,43.81,44.01,43.71,43.99,953927,NDAQ,0.5945575120055,0.29999999999999716,0.17999999999999972,0.41086509929239834
2014-04-01,49.07,49.79,49.05,49.43,3570963,LOW,1.0838445807770984,0.740000000000002,0.35999999999999943,0.7336458121051547
2014-07-02,38.15,38.21,37.75,37.82,1635950,RSG,-0.8390141583639231,0.46000000000000085,-0.3299999999999983,-0.8650065530799431
2015-03-05,66.28,68.23,65.14,68.12,1647091,HP,2.2362299264595666,3.0900000000000034,1.8400000000000034,2.7761013880506993
2016-01-21,51,51.58,50.3,50.48,40191157,MSFT,-0.6103563693640526,1.2800000000000011,-0.5200000000000031,-1.019607843137261
2016-08-25,142.08,142.94,140.68,140.99,1324232,SJM,-0.90666291818948,2.259999999999991,-1.0900000000000034,-0.7671734234234258
2015-06-09,28.27,28.42,28.01,28.24,15527495,CSCO,-0.1237842617152967,0.41000000000000014,-0.030000000000001137,-0.10611956137248368
2013-06-14,37.002,37.274,36.62,36.912,4663415,CF,-0.581771170006467,0.6540000000000035,-0.09000000000000341,-0.24323009567051349
2015-09-21,31.25,31.57,31.17,31.35,3487911,FE,0.7067137809187357,0.3999999999999986,0.10000000000000142,0.32000000000000456
2013-11-29,83.98,84.59,83.92,84.24,1264174,DE,0.5250596658711191,0.6700000000000017,0.2599999999999909,0.30959752321980344
2015-11-16,62.23,63.12,62.075,63.12,2566861,ALL,1.137638199006571,1.0449999999999946,0.8900000000000006,1.4301783705608238
2014-07-03,117.74,117.94,116.38,117.5,3574030,SLB,-0.19536226959993544,1.5600000000000023,-0.23999999999999488,-0.20383896721589512
2013-09-27,129.59,129.85,128.07,129.24,1308943,LMT,-0.4697728147862805,1.7800000000000011,-0.3499999999999943,-0.27008256809938597
2013-07-01,443.6682,446.486,442.9425,444.3839,3443061,GOOGL,0.8530379106778223,3.5434999999999945,0.7156999999999698,0.16131424339178912
2017-12-13,139.45,140.17,138.13,138.29,856644,CXO,-0.8673835125448085,2.039999999999992,-1.1599999999999966,-0.8318393689494419
2018-01-23,42.69,43.25,42.63,43.13,960377,LKQ,0.6534422403733982,0.6199999999999974,0.44000000000000483,1.0306863434059612
2014-10-03,110.65,112.6,110.65,112.47,2077557,NSC,2.134035597529962,1.9499999999999886,1.8199999999999932,1.6448260280162612
2015-03-17,67.49,67.85,67.13,67.68,2215701,ETN,-0.1622658209175386,0.7199999999999989,0.19000000000001194,0.2815231886205541
2015-02-18,71.49,72.4,70.62,71.38,1243290,CHRW,-0.5988023952095903,1.7800000000000011,-0.10999999999999943,-0.15386767380053076
2017-06-06,250.77,255.34,250.62,253.86,2965264,AVGO,0.6542167241584417,4.719999999999999,3.0900000000000034,1.2322048091877031
2017-01-25,134.28,136.24,134.131,135.28,1574210,VMC,2.2138269739327594,2.109000000000009,1,0.7447125409591897
2017-12-15,204.45,205.935,203.4712,204.44,813342,MLM,1.10781404549951,2.463799999999992,-0.009999999999990905,-0.0048911714355543675
2017-03-15,82.52,82.7,82.06,82.52,1494814,FIS,0.07276255154014344,0.6400000000000006,0,0
2014-06-09,128.2,128.97,126.79,127.71,632496,AAP,-0.545128884043301,2.1799999999999926,-0.4899999999999949,-0.3822152886115405
2016-03-22,27.93,28.14,27.78,28,1314303,FOX,-0.1426533523537773,0.35999999999999943,0.07000000000000028,0.25062656641604114
2015-04-29,21.48,21.73,20.88,21.11,19828765,MGM,-5.590339892665474,0.8500000000000014,-0.370000000000001,-1.7225325884543805
2014-01-08,47.45,47.87,47.29,47.62,1463707,CMA,0.676532769556026,0.5799999999999983,0.1699999999999946,0.35827186512116876
2013-02-25,47.18,47.34,46.18,46.2,1772644,PCAR,-1.408450704225345,1.1600000000000037,-0.9799999999999969,-2.077151335311566
2015-08-19,65.11,66.63,64.91,65.56,1989938,URI,0.07632422530910878,1.7199999999999989,0.45000000000000284,0.6911380740285714
2014-03-11,25.69,25.83,25.63,25.8,1870102,UDR,0.5455962587685135,0.1999999999999993,0.10999999999999943,0.4281821720513796
2014-08-13,68.08,68.14,67.23,67.5,1488239,CHRW,-0.31014621178554685,0.9099999999999966,-0.5799999999999983,-0.8519388954171538
2015-12-24,26.15,26.4,26.065,26.13,1594078,CSX,-0.038255547054328855,0.3349999999999973,-0.019999999999999574,-0.07648183556405191
2016-11-16,75.1,75.78,74.74,75.23,1892800,IR,-0.9088514225500497,1.0400000000000063,0.13000000000000966,0.17310252996006614
2014-10-24,66.09,66.8184,66,66.5,1582957,VFC,0.39251207729469373,0.8183999999999969,0.4099999999999966,0.6203661673475511
2017-01-11,37.33,37.82,37.17,37.75,706912,LNT,1.3694951664876422,0.6499999999999986,0.4200000000000017,1.1251004553978081
2016-05-03,57.2,57.61,56.85,57.57,489462,TMK,-0.7242628039317153,0.759999999999998,0.36999999999999744,0.6468531468531423
2013-06-25,97.29,99.22,96.19,98.57,554189,FRT,1.9549027720314298,3.030000000000001,1.279999999999987,1.3156542296227638
2015-06-04,21.57,22.16,21.57,22.09,8092765,NVDA,1.7972350230414773,0.5899999999999999,0.5199999999999996,2.41075567918405
2014-02-04,128.28,130.97,127.5901,130.6,2339516,WHR,3.086273581182411,3.379899999999992,2.319999999999993,1.8085438104147125
2016-03-24,732.01,737.747,731,735.3,1594891,GOOG,-0.37395333712706164,6.746999999999957,3.2899999999999636,0.44944741192059723
2018-01-08,199.97,202.39,199.04,202.01,765679,ROK,1.020153022953439,3.3499999999999943,2.039999999999992,1.020153022953439
2015-12-08,65.4,67.49,65.36,66.57,2147905,FL,0.3618272274988616,2.1299999999999955,1.1699999999999875,1.788990825688054
2015-03-17,178.09,184.75,176.76,184.12,1576082,ALXN,3.148459383753504,7.990000000000009,6.030000000000001,3.385928463136617
2015-10-19,73.35,75.42,73.21,74.14,7585968,SLB,-0.4965776405851624,2.210000000000008,0.7900000000000063,1.077027948193601
2016-10-19,117.79,118.87,117.62,117.66,1367092,EW,-0.47369311453223,1.25,-0.13000000000000966,-0.11036590542491692
2017-03-08,22.81,24.35,22.61,23.94,17749101,HRB,14.875239923224576,1.740000000000002,1.1300000000000026,4.95396755808857
2016-04-08,31.54,31.76,31.26,31.64,1846392,LKQ,0.8606949314631801,0.5,0.10000000000000142,0.3170577045022239
2014-12-12,124.62,125.86,123.06,123.08,1060259,PH,-2.3794416243654823,2.799999999999997,-1.5400000000000063,-1.2357567003691272
2017-09-22,117.46,120.18,117.15,118.5,2077341,EA,0.4067107269954279,3.030000000000001,1.0400000000000063,0.8854077983994605
2016-01-20,84.71,85.96,83.52,85.13,11672139,MA,-1.264207840408262,2.4399999999999977,0.4200000000000017,0.49580923149569317
2013-07-22,97.75,97.93,97.06,97.58,13209975,MCD,-2.6827565572953005,0.8700000000000045,-0.1700000000000017,-0.1739130434782626
2016-07-06,12.26,12.62,12.04,12.6,12005050,HPQ,1.9417475728155358,0.5800000000000001,0.33999999999999986,2.7732463295269154
2015-08-13,27.45,27.45,27.01,27.25,3516855,DISCK,-0.8730447435431009,0.4399999999999977,-0.1999999999999993,-0.7285974499089227
2016-02-05,186.23,187.11,182.85,183.98,1447701,SPG,-1.919181149376278,4.260000000000019,-2.25,-1.208183429093057
2014-04-04,27.88,27.95,27.4,27.44,1262358,CBG,-0.7594936708860662,0.5500000000000007,-0.4399999999999977,-1.5781922525107523
2015-06-11,71.34,72.06,71.32,71.59,1716186,EQR,0.9874453378473732,0.7400000000000091,0.25,0.3504345388281469
2014-09-30,75.81,75.964,74.9,74.92,1567833,CAH,-0.9387809070474598,1.063999999999993,-0.8900000000000006,-1.173987600580399
2014-08-20,100.44,101.09,99.95,100.57,52699192,AAPL,0.03978911767630761,1.1400000000000006,0.12999999999999545,0.12943050577458726
2016-05-13,48.55,48.7889,47.06,47.49,6597567,NWL,-2.163164400494432,1.7288999999999959,-1.0599999999999952,-2.1833161688980334
2014-03-11,91.99,92.6,89.634,89.95,1296527,URI,-2.0365933347854392,2.965999999999994,-2.039999999999992,-2.2176323513425285
2015-02-19,44.61,44.62,43.555,43.7,5077343,CCL,-0.3875085479826638,1.0649999999999977,-0.9099999999999966,-2.0399013674064035
2016-04-01,124.75,127.5,124.28,127.38,1196664,CLX,1.047120418848162,3.219999999999999,2.6299999999999955,2.108216432865728
2013-11-07,53.01,53.13,52.005,52.14,1184958,DRI,-1.7338861666038479,1.125,-0.8699999999999974,-1.6411997736276127
2017-01-11,21.56,21.97,21.52,21.94,10211489,KMI,1.7153453871117337,0.4499999999999993,0.38000000000000256,1.7625231910946317
2015-09-17,180.5,183.57,180.38,181.08,1180044,PRGO,-0.7182411316409748,3.1899999999999977,0.5800000000000125,0.3213296398892036
2016-06-23,145.08,146.22,145.01,146.02,1236923,APD,1.7560975609756169,1.210000000000008,0.9399999999999977,0.6479183898538721
2016-10-04,25.6,25.63,25.08,25.21,5671384,COG,-1.9447685725398678,0.5500000000000007,-0.39000000000000057,-1.5234375000000022
2015-05-19,42.3,42.4,40.85,40.91,9519619,LUV,-2.9188419553868155,1.5499999999999972,-1.3900000000000006,-3.286052009456266
2016-09-16,115.12,116.13,114.04,114.92,79886911,AAPL,-0.5624296962879567,2.089999999999989,-0.20000000000000284,-0.17373175816539507
2017-01-23,25.17,25.415,25.07,25.35,2940117,KIM,0.7952286282306277,0.34499999999999886,0.17999999999999972,0.7151370679380203
2016-03-18,27.8,27.88,27.425,27.54,5757138,FTI,-0.21739130434783432,0.4549999999999983,-0.26000000000000156,-0.9352517985611567
2014-03-28,34.68,35.035,34.54,34.88,2476544,HIG,1.1894400928343594,0.49499999999999744,0.20000000000000284,0.5767012687427994
2013-08-09,59,59.306,58.57,58.92,3178512,PSX,-0.13559322033898016,0.7359999999999971,-0.0799999999999983,-0.13559322033898016
2015-03-10,83.63,83.78,82.41,82.43,1082347,VMC,-2.276229994072303,1.3700000000000045,-1.1999999999999886,-1.434891785244516
2016-09-27,67.13,67.26,66.3,66.91,2630694,CBOE,0.48055263553085026,0.960000000000008,-0.21999999999999886,-0.32772232980783383
2016-05-25,215.75,216.09,214.28,214.33,613106,NOC,-0.16303335196571378,1.8100000000000023,-1.4199999999999875,-0.6581691772885226
2015-11-17,73.04,73.41,71.82,72.03,1596153,OMC,-1.315248664200567,1.5900000000000034,-1.0100000000000051,-1.382803943044914
2015-01-02,68.65,69.13,67.51,67.96,2645387,TJX,-0.9040536599591784,1.6199999999999903,-0.6900000000000119,-1.0050983248361427
2016-06-20,53.41,54.2233,53.14,53.18,2780462,DFS,0.7196969696969746,1.0833000000000013,-0.22999999999999687,-0.4306309679835179
2013-12-18,53.88,55.43,53.67,55.39,1103155,TAP,2.974530581892548,1.759999999999998,1.509999999999998,2.8025241276911617
